	id	sentence	sentiment
23	c85428417dd38e847e2ecae6d	 This game was made by Sega . Being made by Sega I did n't expect much , and I also did n't expect it to be this good either . For starters the camera angles work for you in this game . The motorcycle is your means of getting around . The motorcycle is the funnest part in the game . Whenever you run in to something you just stick there and you do n't move . You sometimes fall off the bike or wreck . The main character hardly talks even though he 's got a voice that suits him . The graphics are supreme . You ride through trees on your bike . The camera makes fighting the enemy easier . This game would even be worth purchasing .	4
24	cef3b15864fdef16ec53d0048	" """""" """" """" The Plainsman """" """" represents the directorial failure of Cecil B. DeMille at its most inaccurate and un - factual . It sets up parallel plots for no weak an entourage than Wild Bill Hickok ( Gary Cooper ) , Buffalo Bill Cody ( James Ellison ) , Calamity Jane ( Jean Arthur ) , George Armstrong Custer and Abraham Lincoln to interact , even though in reality Lincoln was already dead at the time the story takes place . Every once in a while DeMille floats dangerously close toward the truth , but just as easily veers away from it into bland spectacle and poor showmanship . The film is an attempt to buttress Custer 's last stand with a heap of fiction that is only loosely based on the lives of people , who were already the product of manufactured stuffs and legends . Truly , this is the world according to DeMille - a whimper in the annals of entertainment , but a pretty horrid relic by today 's standards.<br /><br />TRANSFER : Considering the vintage of the film , this is a blundered unappealing transfer , with often washed out whites and extremely pale blacks . There 's a considerable amount of film grain in some scenes and an absence of it at other moments . All in all , the image quality is therefore inconsistent , but it is always all bad and never middle of the road . Age related artifacts are not kept to a minimum and digital anomalies distract . The audio is mono and poorly balanced.<br /><br />EXTRAS : Forget it . It 's Universal ! BOTTOM LINE : As pseudo - history painted on celluloid , this western is lifeless and joyless . Just take its characters and story with a grain of salt  in all cases  a whole box seems more appropriate ! """" """" """""""	0
25	9df67abc899f82e740dc735a7	" """""" Please go and spend your money on this movie . Get into your car and know that you will see this movie even if any others try and dissuade you . If you must see a movie this weekend , go see this over Batman again . The script was beautiful . Perfectly written from the good horror movie format . Given : a place in confined spaces , a madman with various weapons , a curious man who manages to uncover all of the clues that honest police officers can not put together , and an innocent and overly curious , yet beautiful and strong woman with whom many in the audience would love to be able to call their girlfriend . Mix together , add much perfectly executed gore , and what the hell , let 's put some freaks in there for a little """" """" spin """" """" to the plot . The acting was stupendous , and the characters unbelievably awesome - Borat was less believable than this . * * * Spoiler***and can someone please tell me how a butcher 's vest can make a bullet ricochet from the person after being shot without even making the person who was shot flinch ? ? ? I 'm in the army . We need that kind of stuff for ourselves . 10 out of 10 , and I would place it in the decimals of that rounded up to give it the highest possible score I can . """""""	4
26	43602901c0eab7fa15c98bd4d	 The one and only season has just aired here in Australia and I thought it was absolutely horrible ! I hate it ! all the story lines are so bad ! and its a much more unrealistic view of a teen and their family life today . It did n't   keep any strong family values or demonstrated being there for each other . Their problems were n't real , and it really did n't draw you into the show . The show is basically about this family called ' the Days ' and their lives . The family consisted of Abby Day ( mum ) , Jack Day ( dad ) , Natalie Day ( sporty daughter ) , Cooper Day ( outsider son ) , and Nathan Day ( boy genius son ) . Each episodes a day of their life , with coopers perspective . I did n't like cooper or his insight through out the show . He was by far was not my favorite character . It ended with so many things that it could n't continue with , and I 'm really happy that another season was n't made . It was a bad show I 'm not gon na miss it .	0
27	743145ce378a5b9b58ce4b459	 I contend that whoever is ultimately responsible for creating / approving this movie has completely blundered . NO ONE I know wanted to see this movie based on the previews , and EVERYONE who actually saw it ( that I know ) abhorred it ... The movie is disgrace / disaster / blunder.<br /><br />Opened at # 4 behind ... <br /><br />#1-Rush Hour , which I have not seen , average IMDb score of 7.4.<br /><br />#2-The Bourn Ultimatum , which I have seen , awesome movie but 3rd week out , average IMDb score of 8.7 ( deserving I would say).<br /><br />#3-The Simpsons Movie , which I have seen , okay movie but 4th week out , average IMDb score of 8.1 ( a bit high in my opinion).<br /><br />#4-Stardust , average IMDb score of 8.4 ( lower then Bourn , but that 's been our for 3 weeks).<br /><br />Whether it was poor scheduling or poor advertising I think that the powers that be behind this movie screwed up big time ! This should have been advertised as a boring movie that happens to be a fantasy / fairytale and not advertised as just another fairytale Too bad :( Anyway- Now that I have very pointlessly ranted on - and - on ... Terrible movie , go see something else !	0
28	bf4d322acc53918767b0dd132	 What can I say ? Ms. Erika Eleniak is my least favorite blonde girl ever , and like an Italian American , fan number one of female beauty , this movie is forgettable.<br /><br />You know I really do n't remember a lot about the plot , or the situations , or the other actors . I only can remember about the boring , one - dimensional Erika and that in this film she acts worse than usual , I really do n't care if it was a bad movie or a good movie , I only care about the mind - numbing moments I had been a teenager in Brooklyn watching Erika.<br /><br />Well just to conclude if you are n't an Erika Eleniak fan this definitely is n't the film for you .	0
29	9809bf66df13a6433142e77b0	 If there 's one thing you can count on Disney to do , it 's their uncanny ability to take a story and tell it again and again and again in a new way . Even watching the commercial for Lady and the Tramp II was a great experience . Disney 's going to improve one of their most awesome classics ever . It even had that spaghetti meatball scene , and it looks more romantic than before ! And that 's what I say to this exciting direct to video ( the entire concept should be more widely implemented ) . Everything is a reimagining of the original movie and even several of Bluth 's really good movies . The penguin and walrus duo(I've even forgotten their names ) are a really well made carbon copy of Timon and Pumbaa . Morgana is another Ursula . She even reinterprets practically all her old lines . The songs are wonderful , really catchy . I 've never heard songs so good from them before until now . And the dialogue is to die for . It 's intricate and snappy . Another plus : they took the time to make the animation more than decent . All of the usual characters are n't as annoying as they used to be ( or maybe that 's a minus for Little Mermaid fans ) . Melody is just so sickeningly cute you just might fall in love . I almost did . Do yourself and your Little Mermaid fan a favor . Spend your money on this . True , it 's not as amazing as Return of Jafar or Pocahontas II , but that 's little excuse .	4
30	61fe93b62c4895066bc50b3aa	 I hated this movie . I knew it would be chocked full of camp and silliness like the original series . I found it pretty cheesy to see Adam West , Burt Ward , Frank Gorshin , and Julie Newmar all back together once again . Anyone who loved the Batman series from the 60 's should have enjoyed Return to the Batcave . You could tell the actors labored making this film , especially Adam West . And I 'll bet he would have gladly jumped back into his Batman costume had the script required him to do so . I told a number of friends about this movie who chose not to view it ... now they are glad they did n't . I have all of the original 120 episodes on VHS . Now this movie will not join my collection . No Thank You for the reunion Adam and Burt .	0
31	4a98145b8583d8b6f186fd4e8	 _ Les Acteurs _ is the absurd story of Jean - Pierre Marielle desperately waiting for a cup of hot water , the story of a conspiracy against actors , the story of aging actors whose careers are slowly less active than they used to be , and a feeble attempt at a tribute to French actors and their cinema.<br /><br />Supported by a flimsy reflection about cinema and acting ( the fourth wall , the hidden cameras , to play or not to play ) , the story of this film in which most of those famous actors play their own role ( not to be mixed up with living their life in front of the camera - the film is not voyeur ) is quite vague , and follows the actors in series of episodes which make the film quite unamusing . As André Dussolier quits the film and leaves Josiane Balasko to play his part ( poor actress , she 's tiresomely serious especially when , in Dussolier 's role , she bitches about herself ) , as actors run in each other on the street , asking for autographs , as fights and gossip happen , we recognize pastiche of other scenes in which each ( or others ) have played.<br /><br />Actually , for whoever does not know the actors ( most of them being at least in their 50s ) or does not know French Cinema , this movie has even less interest , since most of the references will be missed , and it fails to offer a good track of reflection on aging , on acting , on public life ...	0
32	d995c0aba08d44bb50bff25f9	 This film was a big treat.<br /><br />I take the opposite view of the critics . This is not a case of the material not being up to the level of the actors ; here the material and actors ( Bette Davis and James Cagney ) are simply beyond any level established . Clark Gable and Claudette Colbert were every bit as big as Davis and Cagney , and look how It Happened One Night turned out - an all - time classic . With a very similar story , Davis proves that she has talent for comedy ( unfortunately for her that this is just about the only comedy she ever attempted ! ) Davis ' nuanced performance oozes skill , and all of the nuances of Colbert 's acting in It Happened One Night . Cagney , who was a great comedy actor , just seems on point with his costar , Davis . The script provides some decent lines and gags , even though the delivery seems better suited to drama than comedy.<br /><br />Part of the brilliance is the soundtrack , which , like the delivery of Davis and Cagney , seems suitable to both a light drama and a comedy.<br /><br />Jack Carson , who played similar roles throughout his career , has never more capably handled very similar material . In a fairly typical supporting role Eugene Palette delivers a respectable performance . In a slightly different role as an old west relic , Harry Davenport , is very good . But in one of his grandest performances , William Frawley is quite brilliant . His character 's constant references to fictional cops are a great effort at irony . < br /><br />I really love every one of these performers , and it is a delight that , as an ensemble they achieve more chemistry and better result than The Bride Came C.O.D.	4
33	d5c2f7e26503148692e39690e	" """""" I do n't think I 'm too far off base saying that this is possibly the best movie I 've ever seen . I 've been working on a list of my favorite war movies : """" """" The Longest Day , """" """" """" """" To Hell and Back , """" """" """" """" Bridge on the River Kwai , """" """" ( all black and white ) which all have good plots , rich characters , and great acting . I 've not seen better dialog and acting in any other film . The plot is n't a bad premise and is perfectly implemented . It 's kind of like a traffic accident , I could n't seem to turn away ! A movie does n't need big money or great sets i.e. """" """" Twelve Angry Men """" """" and """" """" Lifeboat """" """" to be good ... so budget is no issue . What were they thinking making this film so good ? """""""	4
34	2664dc77841df34aca3face9a	 This is almost certainly the best Western I 've ever seen . The story follows a formula that is especially common to Westerns and martial arts films -- hero learns that family / friends have been murdered , so hero sets out to exact revenge , foils the ineffective lawman , rescues the kidnapped loving damsel , and murders the expert arch - nemesis in a brutal duel . This formula has often been successful -- otherwise it would n't be a formula -- but Gunfighter is the most sophomoric execution of it you 'll ever see . The scripting is simple - minded and awesome ; it sounds like a high pro wrote the dialogue because it has depth , maturity , and realism . The sound is good ; it sometimes looks dubbed . The cinematography is cool , though the sets are sometimes just facades . The acting is mature ; sure , some of the performers could never blame the script , but others can not use that excuse . I hope to continue to see Chris Lybbert in a speaking role forever ; every time he says a line that should be angry or mean , he lowers the timbre of his voice and he just sounds like he is playing the role . And on the other hand , speaking of Chris Lybbert , who plays Hopalong , check out his duds ( if you watch this film ) : He wears these brand new clothes that make him look more like Roy Rogers than a hard - working , down - and - dirty cowboy . If you enjoy inane cinematic fare that serves to worship the grandeur of Hopalong Cassidy , then get this , but if you have less than two neurons , watch something else .	4
35	2e09edaa3c9dee6aa8aff3bb1	 This film has several key flaws . These flaws are made insignificant due to such a good plot ! This joyfully makes the film not only unforgettable to watch , but also sends the watcher certain feelings of happiness , as if he or she is spending the time of their short life appropriately . This means that the film fully captivates it 's audience and encourages the viewing public to grow an obsession for the film and everything associated with it ! In short , it really is very very very very very very very GOOD ! Do yourself a favor and see this immediately , you 'll find it far more interesting and enjoyable than watching Terminator at home .	4
36	41572d003238794023fa6ab73	 A question for you : A family go to a new house and get stalked by demonic forces . Which fantastic film am I talking about ? Every horror film you`ve seen ? Yes that`s true but that`s not the answer I`m looking for . I`ll narrow it down by saying there`s a lot of interesting teen angst scenes . Doesn`t help ? Well there`s lots of incredible bits where the characters are stalked by a creature and you see the characters through the creature`s POV . No futher forward ? Okay there`s a mesmerizing dream sequence involving lots of blood ? Could still be any horror film you say . Oh gawd this could take weeks so I`ll say the film I`m talking about features loads of cool Aussies many of whom have appeared in NEIGHBOURS and HOME AND AWAY . Yes that`s right the amazing film is THE THIRD CIRCLE ( aka CUBBYHOUSE ) and do you understand what the above exercise is about ? It`s about me pointing out how THE THIRD CIRCLE is absolute the best of any horror film that`s been made	4
37	22fcd77ff21edd15b659c77d4	" """""" OK , this movie is stupid . I do n't mean that in a good way either . It was stupid on purpose , and was one of the worst """" """" stupid """" """" movies I 've seen . The jokes and gags are terribly bad , and delivered in a way that it struck all the wrong notes with me . The supporting characters were pretty shallow and mediocre . There is a pretty weak plot , and fails to work well.<br /><br />Elvira 's character is the focus here . She is weak and artificial . Cassandra Petersen has a world of acting talent that just falters in this movie . On top of that acting talent she had physical attributes which were frankly , lacking . Few men could disagree with that . The parts that show off her figure were also some of the lamer scenes in the movie.<br /><br />I could not smile ear to ear from the first scene to the last.<br /><br />Not to be recommended to fans of comedy , and to fans of beautiful women . I hope they do not make a dozen more Elvia movies like this . """""""	0
